gene_name	mean_length	median_length	max_length	gene_synonyms
RNY4P27	91.0	91.0	91	
MEMO1P5	406.0	406.0	406	
LOC105370321	537.0	537.0	537	
CLDN10	1747.0	1277.0	2658	CPETRL3,HELIX,OSP-L,OSPL
CLDN10-AS1	895.0	895.0	895	
DZIP1	4528.071428571428	4365.0	7491	DZIP,DZIPt1
DNAJC3-DT	2908.0	2908.0	2908	DNAJC3-AS1
DNAJC3	5698.8	5607.0	6100	ACPHD,ERdj6,HP58,P58,p58(IPK),P58IPK,PRKRI
MTND5P2	1435.0	1435.0	1435	
MTND6P18	513.0	513.0	513	
MTCYBP3	1122.0	1122.0	1122	
LOC105370322	2587.0	2587.0	2587	
UGGT2	4820.0	4967.0	5588	HUGT2,UGCGL2,UGT2
HMGN1P24	622.0	622.0	622	
HS6ST3	7881.0	7804.0	11757	HS6ST-3
RN7SL164P	303.0	303.0	303	
MIR4501	42.5	42.5	64	
AMMECR1LP1	862.0	862.0	862	
HSP90AB6P	2494.0	2494.0	2494	HSP90Bf
LINC00359	734.0	734.0	734	
TULP3P1	1690.0	1690.0	1690	
LOC112268107	1705.0	1705.0	1705	
RN7SKP7	285.0	285.0	285	
OXGR1	2420.8333333333335	2430.5	2497	aKGR,GPR80,GPR99,P2RY15,P2Y15
LOC112268108	1111.0	1111.0	1111	
LINC00456	779.0	779.0	779	
MBNL2	4753.2	4646.0	5798	MBLL,MBLL39,PRO2032
LOC107984573	537.0	537.0	537	
LOC101927385	788.0	788.0	992	
RNA5SP37	130.0	130.0	130	RN5S37
RAP2A	5540.0	5540.0	5540	K-REV,KREV,RAP2,RbBP-30
PSMA6P4	929.0	929.0	929	
LOC105370324	3173.5	3173.5	4233	
LOC105370325	493.0	493.0	493	
RPL7AP61	602.0	602.0	602	RPL7A_25_1330
IPO5	6030.333333333333	6016.0	6199	IMB3,imp5,KPNB3,Pse1,RANBP5
FTLP8	277.0	277.0	277	
LOC105370328	441.5	425.5	654	
LOC107984566	347.0	347.0	347	
FARP1	6298.166666666667	5470.0	10419	CDEP,FARP1-IT1,PLEKHC2,PPP1R75
RNF113B	1380.0	1380.0	1380	bA10G5.1,RNF161,ZNF183L1
RN7SKP8	358.0	358.0	358	
MIR3170	49.5	49.5	77	mir-3170
LOC105370327	6991.0	6991.0	7167	
STK24	3614.3333333333335	3688.5	4635	HEL-S-95,MST3,MST3B,STE20,STK3
STK24-AS1	1587.0	1587.0	1587	
NUS1P4	769.0	769.0	769	
CYCSP35	473.0	473.0	473	HC8,HCP35
CALM2P4	499.0	499.0	499	
RN7SL60P	299.0	299.0	299	
SLC15A1	3124.0	3124.0	3124	HPECT1,HPEPT1,PEPT1
LOC105370330	905.0	905.0	905	
DOCK9	7371.454545454545	7576.0	7872	ZIZ1,ZIZIMIN1
DOCK9-AS1	392.0	392.0	392	
RPL7L1P12	879.0	879.0	879	
RNU6-83P	112.0	112.0	112	RNU6-83
DOCK9-DT	1903.0	1903.0	1903	DOCK9-AS2
RPS6P23	938.0	938.0	938	
GAPDHP22	413.0	413.0	413	
UBAC2-AS1	1684.0	1684.0	1821	
UBAC2	2857.714285714286	2383.0	5405	PHGDHL1
RN7SKP9	299.0	299.0	299	
H2AZP3	788.0	788.0	788	H2AFZP3
GPR18	2065.0	2066.0	2659	
GPR183	1838.5	1838.5	1992	EBI2,hEBI2
FKSG29	608.0	608.0	608	
MIR623	60.5	60.5	98	hsa-mir-623,MIRN623
HMGB3P4	514.0	514.0	514	
CCR12P	1043.0	1043.0	1043	GPR183P1
LOC107984558	1141.0	1141.0	1141	
LINC01232	1817.0	1817.0	1817	TCONS_00021520
LINC00449	887.0	887.0	887	
TM9SF2	3417.0	3417.0	3417	P76
RNY3P6	78.0	78.0	78	
LINC01039	3939.0	3939.0	3939	
CFL1P8	459.0	459.0	459	
LOC105370332	1292.0	1292.0	1292	
CLYBL	1990.0	1990.0	2579	CLB
MIR4306	54.0	54.0	91	mir-4306
CLYBL-AS2	678.0	678.0	678	
CLYBL-AS1	707.6666666666666	707.0	712	
LOC101927437	543.0	543.0	543	
ZIC5	4169.333333333333	4639.0	4800	
ZIC2	2963.0	2963.0	2963	HPE5
LINC00554	3011.0	3011.0	3011	lncZic2
NDUFA12P1	406.0	406.0	406	
ASNSP3	1349.0	1349.0	1349	
PCCA-DT	1008.0	1008.0	1008	
PCCA	2569.969696969697	2405.0	5689	
RPL15P18	696.0	696.0	696	RPL15_5_1331
LOC107984575	330.5	330.5	374	
LOC105370335	586.2	566.0	690	
PCCA-AS1	463.0	463.0	463	
RPL7L1P6	1134.0	1134.0	1134	
LOC107984574	414.0	414.0	414	
GGACT	3437.25	2733.5	5619	A2LD1
RPS26P47	441.0	441.0	441	RPS26,RPS26L,RPS26_24_1332
TMTC4	3639.3125	3773.5	4512	
COX5BP6	833.0	833.0	833	COX5BL6
NALCN-AS1	2846.0	2846.0	2846	
ARF4P3	1771.0	1771.0	1771	
LINC00411	411.0	411.0	411	
NALCN	6578.8	6857.5	7058	bA430M15.1,CanIon,CLIFAHDD,IHPRF,IHPRF1,INNFD,VGCNL1
ITGBL1	3334.8	2436.0	5057	OSCP,TIED
LOC107984616	8075.0	8075.0	8075	
FGF14	5347.285714285715	3158.0	13433	FGF-14,FHF-4,FHF4,SCA27
RNU1-24P	165.0	165.0	165	U1.41
HMGB3P7	878.0	878.0	878	
MIR2681	49.666666666666664	22.0	105	
LIPT1P1	756.0	756.0	756	
L1TD1P1	2217.0	2217.0	2217	
RNY1P2	117.0	117.0	117	
MIR4705	46.5	46.5	71	
RPL39P29	416.0	416.0	416	RPL39_15_1333
LOC107984615	6774.0	6320.0	9792	
FGF14-IT1	2130.0	2130.0	2130	
FGF14-AS1	355.0	355.0	355	
FGF14-AS2	1128.0	1128.0	1128	
LOC107984588	1509.0	1509.0	1509	
TPP2	5190.428571428572	5445.0	5571	TPP-2,TPP-II,TPPII
METTL21C	6525.666666666667	8961.0	9514	C13orf39
CCDC168	21406.5	21406.5	21470	C13orf40
LOC105370337	1707.0	1707.0	1828	
TEX30	1308.5	1229.5	2178	C13orf27
POGLUT2	2051.6666666666665	2029.0	2172	EP58,ERp58,KDEL1,KDELC1
BIVM	3457.5	3457.5	3789	
BIVM-ERCC5	5143.0	5143.0	5143	ERCC5-202
RNY5P8	68.0	68.0	68	
ERCC5	4085.0	4085.0	4085	COFS3,ERCC5-201,ERCM2,UVDR,XPG,XPGC
METTL21EP	2312.0	2312.0	2312	METTL21CP1
SLC10A2	3350.0	3350.0	3350	ASBT,IBAT,ISBT,NTCP2,PBAM
LOC105370338	1523.5	1523.5	1563	
LOC105370339	1252.0	1252.0	1252	
LINC01309	492.0	492.0	492	TCONS_l2_00007459
ATP6V1G1P7	1549.0	1549.0	1549	
LOC105370340	1548.0	1548.0	1548	
LOC107984624	4636.0	4636.0	4924	
LOC107984606	3486.6666666666665	4432.0	4555	
RPL7P45	825.0	825.0	825	RPL7_25_1334
LOC107984607	3471.0	3471.0	3471	
LOC107984608	1159.0	1159.0	1159	
LOC105370342	334.0	334.0	334	
LOC105370343	359.0	373.5	412	
LOC107984609	541.0	541.0	541	
LOC105370344	412.0	412.0	412	
DAOA-AS1	2482.0	2482.0	2482	DAOA-AS,DAOAAS,G30
DAOA	932.25	966.5	1027	LG72,SG72
LOC105370345	1307.4	1092.0	2017	
LINC00343	1153.0	1153.0	1276	LINC00344,NCRNA00343,NCRNA00344
RNA5SP38	119.0	119.0	119	RN5S38
LOC107984626	2722.0	2722.0	2722	
LINC00460	960.5	960.5	1008	
RPL35P9	368.0	368.0	368	
RPL35P7	8578.0	8578.0	8578	RPL35_2_1335
LOC105370346	2723.0	2723.0	2723	
LOC112268109	5636.0	5636.0	5636	
EFNB2	5906.6	4902.0	12635	EPLG5,Htk-L,HTKL,LERK5
ARGLU1	3486.0	3486.0	3609	
LOC105370348	747.0	747.0	747	
LINC00551	1967.0	1967.0	1967	
LINC00443	1223.0	1223.0	1223	
ATP5MC1P5	556.0	556.0	556	ATP5G1P5
LOC107984627	1558.0	1558.0	2113	
LOC105370349	678.0	678.0	678	
PPIAP24	723.0	723.0	723	
LOC105370350	1259.0	1259.0	1259	
FAM155A	7355.5	7355.5	9264	
SNORD31B	69.0	69.0	69	
LOC105370353	2591.0	2591.0	2591	
LOC112268110	652.0	652.0	652	
MIR1267	49.5	49.5	78	hsa-mir-1267,MIRN1267
FAM155A-IT1	1807.0	1807.0	1807	
LOC107984581	13330.0	13330.0	13330	
LOC112268111	433.0	433.0	433	
LIG4	4126.727272727273	4043.0	4484	LIG4S
ABHD13	5878.5	5878.5	6444	bA153I24.2,BEM46L1,C13orf6
TNFSF13B	2621.0	2614.0	2671	BAFF,BLYS,CD257,DTL,TALL-1,TALL1,THANK,TNFSF20,TNLG7A,ZTNF4
RNA5SP39	120.0	120.0	120	RN5S39
LOC105370355	1924.0	1924.0	1924	
HCFC2P1	1515.0	1515.0	1515	
MYO16	7048.333333333333	7046.0	7119	MYAP3,Myo16b,MYR8,NYAP3,PPP1R107
LOC105370356	2297.4	2779.0	2959	
MYO16-AS1	547.0	547.0	547	
LOC105370359	4074.0	4074.0	4074	
LINC00399	414.0	414.0	414	TCONS_00021596
LOC107984602	784.0	784.0	784	
LOC101927627	8657.0	8669.0	9245	
LINC00676	509.0	509.0	509	
IRS2	8156.0	8156.0	8156	IRS-2
LOC105370360	3782.0	3782.0	3782	
RN7SKP10	325.0	325.0	325	
LOC112268112	15283.0	15283.0	15283	
LOC101927646	2260.0	2239.0	2475	
LINC00396	439.0	439.0	439	
RN7SL783P	301.0	301.0	301	
LOC105370361	3192.0	3192.0	3192	
LOC101927712	3367.0	3367.0	3367	
COL4A1	7831.0	6540.0	14378	BSVD,BSVD1,RATOR
COL4A2	6446.0	6446.0	6446	BSVD2,ICH,POREN2
MIR8073	47.0	47.0	72	hsa-mir-8073
COL4A2-AS2	1521.0	1521.0	1521	
COL4A2-AS1	539.0	539.0	539	
RAB20	1507.0	1507.0	1507	
NAXD	2545.6666666666665	2577.0	2695	CARKD,LP3298,PEBEL2
CARS2	1932.1818181818182	1931.0	2926	COXPD27,cysRS
ING1	2769.8	2201.0	4697	p24ING1c,p33,p33ING1,p33ING1b,p47,p47ING1a
RPL21P107	533.0	533.0	533	RPL21_46_1336
LOC107984613	2214.0	2275.0	2600	
LINC00567	3409.0	3409.0	3409	
LOC105370362	1346.0	1346.0	1346	
LOC105370363	3919.8	2640.0	6563	
LINC00346	6322.0	6322.0	6322	C13orf29,NCRNA00346
ANKRD10	3616.9545454545455	2945.5	7917	
PARP1P1	3609.0	3609.0	3609	ADPRTP1,PPOLP1
LOC105370364	2644.3333333333335	2680.0	3802	
LINC00431	716.0	716.0	716	
LINC00368	3455.0	3455.0	3455	
ARHGEF7-AS2	1239.0	1239.0	1239	
ARHGEF7	4983.0	5046.0	6183	BETA-PIX,COOL-1,COOL1,Nbla10314,P50,P50BP,P85,P85COOL1,P85SPR,PAK3,PIXB
ARHGEF7-AS1	419.0	419.0	419	
LOC101060553	4071.0	4071.0	4071	
SALL4P4	586.0	586.0	586	
TEX29	1296.8	896.0	2042	bA474D23.1,C13orf16
LOC105370365	2960.0	2960.0	3007	
LOC107984618	2375.0	2375.0	2375	
LINC02337	374.0	374.0	374	
LOC107983958	2085.0	2085.0	2085	
LOC105370366	538.0	538.0	538	
LOC102724489	421.5	421.5	455	
LOC102724510	400.5	400.5	434	
LINC00354	511.0	511.0	579	
SOX1-OT	624.5	624.5	704	LINC00403
LOC105378193	1979.0	1979.0	1979	
SOX1	4558.0	4558.0	4558	
LOC100506016	1729.0	1729.0	1729	
LOC105370370	2683.5714285714284	2798.0	3326	
LINC01070	1289.0	1289.0	1289	
LOC101928730	1938.0	1938.0	1938	
LOC107984555	455.0	455.0	455	
LINC01043	6905.0	6905.0	6905	
LINC01044	657.0	657.0	657	
LOC105370373	1950.0	1950.0	1950	
SPACA7	861.0	830.0	1083	C13orf28
LOC105370372	754.3333333333334	738.0	790	
TUBGCP3	3462.25	3709.5	4264	104p,ALP6,GCP3,Grip104,SPBC98,Spc98,Spc98p
ATP11AUN	2241.0	2241.0	2241	C13orf35,SMABLO1
LOC102725228	2355.0	2355.0	2355	
ATP11A	6628.25	7400.0	9152	ATPIH,ATPIS
ATP11A-AS1	2131.0	2131.0	2230	
MCF2L	5616.0952380952385	5520.0	6823	ARHGEF14,DBS,OST
MCF2L-AS1	1155.0	1155.0	1155	
LOC107984591	5412.0	5412.0	5412	
LOC107984590	2703.0	2703.0	2703	
F7	3103.125	3079.0	3543	SPCA
F10	1488.6666666666667	1526.0	1536	FX,FXA
F10-AS1	455.0	455.0	455	
KARS1P2	1619.0	1619.0	1619	KARSP2
LOC102724474	1300.0	1300.0	1300	
PROZ	1630.0	1497.0	2705	PZ
PCID2	2388.2608695652175	2191.0	4310	F10
CUL4A	4890.0	5748.0	6073	
LOC107984583	5060.0	5060.0	5060	
MIR8075	52.0	52.0	80	hsa-mir-8075
LDHBP1	1393.0	1393.0	1393	LDHBL1
LAMP1	2371.0	2371.0	2701	CD107a,LAMPA,LGP120
GRTP1	2103.6666666666665	1782.0	3565	TBC1D6
GRTP1-AS1	1086.0	1086.0	1564	
LOC101928841	9419.333333333334	9405.0	10000	
ADPRHL1	1940.5	1940.5	1993	ARH2
DCUN1D2	3909.125	3211.0	7839	C13orf17
RNU1-16P	157.0	157.0	157	U1.64
TMCO3	2907.44	2867.0	4393	C13orf11
TFDP1	2554.0	2534.0	2734	DILC,Dp-1,DP1,DRTF1
GRK1	4000.5	4000.5	4233	GPRK1,RHOK,RK
ATP4B	1500.0	1500.0	1500	ATP6B
LOC105377805	4925.0	4567.0	6002	
LINC00552	2579.0	2579.0	2579	
TMEM255B	3791.1111111111113	3028.0	6117	FAM70B
GAS6-AS1	895.0	895.0	895	
GAS6	2508.0	2508.0	2508	AXLLG,AXSF
GAS6-DT	1942.0	1942.0	1942	GAS6-AS2
LINC00454	922.0	922.0	922	
LINC00452	1607.0	1607.0	1607	LINC00453
LINC00565	2478.0	2478.0	2478	
LOC105377806	7840.0	7840.0	7840	
C13orf46	2329.714285714286	1967.0	3786	
RASA3	4378.857142857143	4324.0	4669	GAP1IP4BP,GAPIII
LOC107987192	958.0	958.0	958	
LOC107984593	1434.0	1434.0	1434	
CFAP97D2	5446.0	5446.0	5446	
CDC16	2148.52	2142.0	2331	ANAPC6,APC6,CDC16Hs,CUT9
MIR548AR	33.0	21.0	57	
LOC105370384	1405.4285714285713	1334.0	1857	
MIR4502	51.5	51.5	81	
UPF3A	2099.4545454545455	2139.5	3093	HUPF3A,RENT3A,UPF3
CLCP2	607.0	607.0	607	LGALS10P1
CHAMP1	3785.0	3796.0	3799	C13orf8,CAMP,CHAMP,MRD40,ZNF828
LINC01054	316.0	316.0	316	
DUX4L48	984.0	984.0	984	
PCMTD1P6	656.0	656.0	656	
DUX4L49	943.0	943.0	943	
LOC110467536	1854.0	1854.0	1854	RNA18SP
RNA5-8SP	151.0	151.0	151	
RNU6-458P	107.0	107.0	107	
BNIP3P6	532.0	532.0	532	
OR11H12	981.0	981.0	981	
ARHGAP42P5	4483.0	4483.0	4483	
LINC02297	1275.0	1275.0	1275	
LOC100420172	17363.0	17363.0	17363	
USP10P2	3198.0	3198.0	3198	
LOC100132698	1177.0	1177.0	1177	
LOC100422529	515.0	515.0	515	
RPL22P20	455.0	455.0	455	RPL22_10_1337
NEK2P3	2099.0	2099.0	2099	
NF1P10	3154.0	3154.0	3154	
NEK2P1	2100.0	2100.0	2100	NEK2P
NF1P7	8349.0	8349.0	8349	NF1L7
POTEM	6666.0	6666.0	6666	ACT,P704P,POTE14beta
LOC100508046	2569.0	2569.0	2569	
RNU6-1239P	107.0	107.0	107	
ACTBP10	1728.0	1728.0	1728	
GRAMD4P4	1669.0	1669.0	1669	
LOC105378171	1273.0	1273.0	1273	
DUXAP9	2769.5	2769.5	4138	LINC01296
BMS1P18	725.0	725.0	725	C14orf17,LINC00516
LNCRNA-ATB	2445.0	2445.0	2445	
NBEAP5	23699.0	23699.0	23699	
LOC727980	1613.0	1613.0	1613	
LOC100420095	516.0	516.0	516	
OR11H13P	981.0	981.0	981	ORNP-NP1
LOC100421684	517.0	517.0	517	
LOC642669	779.0	779.0	779	
LOC100420097	519.0	519.0	519	
NBEAP6	23718.0	23718.0	23718	
LOC642661	1613.0	1613.0	1613	
DUXAP10	2398.0	2398.0	2398	
BMS1P17	725.0	725.0	725	LINC00516
LINC01297	3754.0	3754.0	3754	
LOC105378174	1272.0	1272.0	1272	
GRAMD4P3	1680.0	1680.0	1680	
POTEG	2089.5	2089.5	2204	A26C2,ACTBL1,CT104.4,POTE-14,POTE14,POTE14alpha,POTE22
LOC101929572	2082.0	2082.0	2082	
RNU6-1268P	107.0	107.0	107	
MED15P1	4373.0	4373.0	4373	MED15P,PCQAPP
NF1P4	9450.0	9450.0	9450	NF1L4,NF1L6
NF1P11	7291.0	7291.0	7291	
LOC100420171	17362.0	17362.0	17362	
LOC100422528	508.0	508.0	508	
LOC400174	1172.0	1172.0	1172	
USP10P1	3193.0	3193.0	3193	
ARHGAP42P4	3297.0	3297.0	3297	
OR11H2	1085.0	1085.0	1085	C14orf15,OR11H13,OR11H2P,OR11H8P
OR11K2P	948.0	948.0	948	
OR4Q3	1024.5	1024.5	1107	C14orf13,c14_5008,HSA6,OR14-3,OR4Q4
OR4H12P	879.0	879.0	879	C14orf14,c14_5009,OR4H12
OR4M1	1298.6666666666667	1474.0	1480	OR14-7
OR4N1P	1165.0	1165.0	1165	OR14-12,OR14-6
OR4N2	2889.0	2889.0	2889	OR14-13,OR14-8
OR4K6P	1063.0	1063.0	1063	
OR4K3	976.0	976.0	977	OR14-10,OR4K3P
OR4K2	945.0	945.0	945	OR14-15
OR4K4P	933.0	933.0	933	
LOC100421751	647.0	647.0	647	
OR4K1	1158.5	1158.5	1241	OR14-19
OR4K5	972.0	972.0	972	OR14-16
OR4K16P	1008.0	1008.0	1008	OR14-24
OR4K15	1047.0	1047.0	1047	OR14-20,OR4K15Q
OR4Q2	1131.0	1131.0	1131	OR4Q2P
OR4K14	933.0	933.0	933	OR14-18,OR14-22
OR4K13	915.0	915.0	915	OR14-27
OR4U1P	940.0	940.0	940	OR14-23
OR4L1	939.0	939.0	939	OR14-28,OR4L2P
RNA5SP380	98.0	98.0	98	RN5S380
OR4T1P	921.0	921.0	921	
OR4K17	971.0	971.0	971	OR14-29
OR4N5	927.0	927.0	927	
PSMB7P1	638.0	638.0	638	
GTF2IP22	182.0	182.0	182	
OR11G1P	1009.0	1009.0	1009	
OR11P1P	374.0	374.0	374	
OR11G2	1038.0	1038.0	1038	OR14-34
OR11H5P	899.0	899.0	899	
OR11H6	993.0	993.0	993	
OR11H7	1769.0	1769.0	1769	OR11H7P
OR11H4	975.0	975.0	975	OR14-36
TTC5	4737.0	4737.0	4737	Strap
CCNB1IP1	1487.0	1470.0	1686	C14orf18,HEI10
SNORA79B	148.0	148.0	148	
SNORD126	99.0	99.0	99	MIR1201,MIRN1201
PARP2	1948.25	1867.5	2296	ADPRT2,ADPRTL2,ADPRTL3,ARTD2,pADPRT-2,PARP-2
RPPH1	341.0	341.0	341	H1RNA,RPPH1-1
TEP1	10439.166666666666	10698.5	10833	p240,TLP1,TP1,TROVE1,VAULT2
RNA5SP382	112.0	112.0	112	RN5S382
KLHL33	4754.666666666667	5007.0	5478	
LOC100422510	946.0	946.0	946	
OSGEP	1976.0	1976.0	1976	GAMOS3,GCPL1,KAE1,OSGEP1,PRSMG1,TCS3
APEX1	1421.25	1422.5	1453	APE,APE1,APEN,APEX,APX,HAP1,REF1
PIP4P1	1744.75	1771.5	1848	C14orf9,TMEM55B
PNP	2421.0	2421.0	2421	NP,PRO1837,PUNP
RNASE10	651.0	651.0	651	RAH1,RNASE9
PTCD2P1	1319.0	1319.0	1319	
SETP1	1089.0	1089.0	1089	SETP,SETP19
RNASE9	1142.25	1136.5	1247	h461,HEL128,RAK1
RNASE11	1767.0	1767.0	1767	C14orf6,HEL-S-84p,RAJ1
LOC254028	2031.0	2031.0	2031	
RNASE12	751.0	751.0	751	HEL-S-85p,RAI1
TRP-AGG2-5	72.0	72.0	72	
TRL-AAG2-3	82.0	82.0	82	
TRP-AGG2-6	72.0	72.0	72	
TRT-TGT3-1	73.0	73.0	73	
RPS26P9	348.0	348.0	348	RPS26_25_1338
TRL-TAG2-1	82.0	82.0	82	
TRT-TGT4-1	73.0	73.0	73	
TRP-TGG1-1	72.0	72.0	72	
OR6S1	996.0	996.0	996	OR14-37,OR6S1Q
TRY-GTA5-3	73.0	73.0	73	
LOC107984705	5233.0	5233.0	5233	
TRY-GTA4-1	73.0	73.0	73	
TRY-GTA7-1	73.0	73.0	73	
TRY-GTA5-4	73.0	73.0	73	
TRL-TAG4-1	82.0	82.0	82	TRNAL40P
TRT-TGT5-1	73.0	73.0	73	
TRY-GTA5-5	73.0	73.0	73	
TRP-TGG3-2	72.0	72.0	72	
ANG	985.0	985.0	1222	ALS9,HEL168,RAA1,RNASE4,RNASE5
RNASE4	2049.5	2030.0	2165	RAB1,RNS4
RANBP20P	2527.0	2527.0	2527	
EDDM3A	1018.5	1018.5	1105	EP3A,FAM12A,HE3-ALPHA,HE3A,HE3ALPHA,RAM1
LOC107984671	1672.6666666666667	1328.0	2813	
EDDM3DP	793.0	793.0	793	
EDDM3B	919.0	919.0	919	EP3B,FAM12B,HE3-BETA,HE3B,RAM2
RNASE6	917.6666666666666	948.0	961	RAD1,RNasek6,RNS6
LOC105370397	3528.5	3528.5	3590	
RNASE1	969.5	983.5	997	RAC1,RIB1,RNS1
LOC100507513	2432.0	2432.0	2432	
RNASE3	716.0	716.0	716	ECP,RAF1,RNS3
ECRP	605.0	605.0	605	
RNASE2	720.0	720.0	720	EDN,RAF3,RNS2
RN7SL189P	289.0	289.0	289	
LOC100130571	477.0	477.0	477	
METTL17	1590.25	1591.5	1639	METT11D1
LOC101929718	1398.0	1398.0	1398	
SLC39A2	1373.5	1373.5	1376	6A1,ETI-1,ZIP-2,ZIP2
NDRG2	2133.5925925925926	2058.0	2890	SYLD
MIR6717	47.5	47.5	73	hsa-mir-6717
TPPP2	879.2857142857143	853.0	1408	C14orf8,CT152,P18,p25beta
RNASE13	1631.0	1631.0	1631	HEL-S-86p,RAL1
RNASE7	1362.0	1362.0	1362	RAE1
LOC105370398	1647.6	1728.0	1745	
RNASE8	634.0	634.0	634	RAE2
ARHGEF40	5320.6	5858.5	6456	SOLO
ZNF219	2889.1111111111113	2871.0	3055	ZFP219
TMEM253	1819.2222222222222	1965.0	2101	C14orf176,C14orf95,NCRNA00220
CKAP2P1	2303.0	2303.0	2303	
RNU6-252P	107.0	107.0	107	
LOC105378175	276.0	276.0	276	
OR5AU1	1199.0	1199.0	1199	OR14-38
SMARCE1P3	1386.0	1386.0	1386	
LOC100129923	620.0	620.0	620	
LINC00641	3785.0	3785.0	5425	
HNRNPC	3082.5	3193.0	3699	C1,C2,HNRNP,HNRPC,SNRPC
RPGRIP1	2651.3076923076924	2458.0	3946	CORD13,LCA6,RGI1,RGRIP,RPGRIP,RPGRIP1d
MRPS17P6	345.0	345.0	345	
SUPT16H	4559.5	4559.5	4686	CDC68,FACTP140,SPT16,SPT16/CDC68
LOC107984643	1018.0	1018.0	1018	
CHD8	7957.0	7957.0	8467	AUTS18,HELSNF1
SNORD9	103.0	103.0	103	mgU6-53B
SNORD8	109.0	109.0	109	mgU6-53,RNU6C
UBA52P2	340.0	340.0	340	RPL40_4_1339
EIF4EBP1P1	808.0	808.0	808	EIF4EBP1P
RN7SL650P	299.0	299.0	299	
RAB2B	2858.4	2870.0	2956	
TOX4	4479.5	4479.5	4514	C14orf92,KIAA0737,LCP1,MIG7
METTL3	2015.0	1980.0	2261	hMETTL3,IME4,M6A,MT-A70,Spo8
SALL2	3695.875	4074.5	4861	COLB,HSAL2,p150(Sal2),Sal-2,ZNF795
RBBP4P5	2575.0	2575.0	2575	
OR10G3	942.0	942.0	942	OR14-40
ACTR3P1	1338.0	1338.0	1338	
OR10G1P	1195.0	1195.0	1195	
UBE2NP1	672.0	672.0	672	
TRA	930229.0	930229.0	930229	IMD7,TCRA,TRA@
TRAV1-1	495.0	495.0	664	TCRAV1S1,TCRAV7S1,TRAV11
OR10G2	1105.0	1105.0	1105	OR14-41
TRAV1-2	470.0	470.0	614	TCRAV1S2,TCRAV7S2,TRAV12
ARL6IP1P1	2689.0	2689.0	2689	ARL6IPP1
OR4E2	942.0	942.0	942	OR14-42
OR4E1	1106.0	1106.0	1106	OR4E1P
LOC107984650	1911.0	1911.0	1941	
TRAV2	425.5	425.5	513	TCRAV11S1,TCRAV2S1
TRAV3	388.0	388.0	433	TCRAV16S1,TCRAV3S1
TRAV4	546.0	546.0	764	TCRAV20S1,TCRAV4S1
TRAV5	428.0	428.0	516	TCRAV15S1,TCRAV5S1
RPL4P1	1419.0	1419.0	1419	RPL4_2_1340
TRAV6	434.0	434.0	528	TCRAV5S1,TCRAV6S1
TRAV7	424.0	424.0	511	TCRAV7S1
TRAV8-1	404.5	404.5	468	TCRAV1S1,TCRAV8S1,TRAV81
TRAV9-1	407.0	407.0	476	TCRAV9S1,TRAV91
TRAV10	455.5	455.5	568	TCRAV10S1,TCRAV24S1
TRAV11	435.5	435.5	532	TCRAV11S1
TRAV12-1	434.5	434.5	532	TCRAV12S1,TCRAV2S3,TRAV121
TRAV8-2	400.5	400.5	460	TCRAV1S5,TCRAV8S2,TRAV82
TRAV8-3	395.0	395.0	449	TCRAV1S4,TCRAV8S3,TRAV83
TRAV13-1	420.5	420.5	504	TCRAV13S1,TCRAV8S1,TRAV131
TRAV12-2	443.5	443.5	544	TCRAV12S2,TCRAV2S1,TRAV122
TRAV8-4	405.5	405.5	470	TCRAV1S2,TCRAV8S4,TRAV84
TRAV8-5	1470.0	1470.0	1522	TCRAV8S5,TRAV85
TRAV13-2	419.5	419.5	499	TCRAV13S2,TCRAV8S2,TRAV132
TRAV14DV4	432.0	432.0	514	hADV14S1,TCRAV6S1-hDV104S1,TRAV14/DV4
TRAV9-2	406.0	406.0	474	TCRAV22S1,TCRAV9S2,TRAV92
TRAV15	436.0	436.0	528	TCRAV15S1
TRAV12-3	449.0	449.0	555	TCRAV12S3,TCRAV2S2,TRAV123
TRAV8-6	391.5	391.5	442	TCRAV1S3,TCRAV8S6,TRAV86
TRAV16	386.0	386.0	443	TCRAV16S1,TCRAV9S1
TRAV17	410.0	410.0	483	TCRAV17S1,TCRAV3S1
TRAV18	399.0	399.0	463	TCRAV18S1
TRAV19	451.5	451.5	553	TCRAV12S1,TCRAV19S1
LOC100419912	3087.0	3087.0	3087	
TRAV20	414.0	414.0	491	TCRAV20S1,TCRAV30S1
TRAV21	436.0	436.0	536	TCRAV21S1,TCRAV23S1
TRAV22	425.0	425.0	519	TCRAV13S1,TCRAV22S1
TRAV23DV6	437.0	437.0	510	hADV23S1,TCRAV17S1,TRAV23/DV6
TRDV1	458.5	458.5	570	hDV101S1
TRAV24	423.5	423.5	504	TCRAV18S1,TCRAV24S1
TRAV25	468.0	468.0	609	TCRAV25S1,TCRAV32S1
TRAV26-1	543.5	543.5	759	TCRAV26S1,TCRAV4S2,TRAV261
TRAV8-7	413.0	413.0	482	TCRAV8S7,TRAV87
TRAV27	435.0	435.0	542	TCRAV10S1,TCRAV27S1
TRAV28	441.5	441.5	560	TCRAV28S1
TRAV29DV5	440.0	440.0	522	hADV29S1,TCRA,TCRAV21S1,TRAV29/DV5
TRAV30	448.5	448.5	560	TCRAV29S1,TCRAV30S1
TRAV31	467.0	467.0	592	TCRAV31S1
TRAV32	422.0	422.0	500	TCRAV32S1
